evals.q.250.	_.mt2mo.mmIOneMax.25.2.ga.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.ga.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.ga.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.ga.33.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.ga.33.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.ga.33.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.nsga2.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.nsga2.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.nsga2.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.me.2.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.me.2.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.me.2.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.cabea.e.11.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.cabea.e.11.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.cabea.e.11.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.cabea.cc.11.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.cabea.cc.11.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.cabea.cc.11.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.cabea.e.21.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.cabea.e.21.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.cabea.e.21.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.25.2.cabea.cc.21.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.25.2.cabea.cc.21.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.25.2.cabea.cc.21.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.ga.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.ga.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.ga.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.ga.33.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.ga.33.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.ga.33.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.nsga2.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.nsga2.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.nsga2.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.me.2.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.me.2.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.me.2.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.cabea.e.11.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.cabea.e.11.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.cabea.e.11.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.cabea.cc.11.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.cabea.cc.11.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.cabea.cc.11.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.cabea.e.21.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.cabea.e.21.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.cabea.e.21.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.100.2.cabea.cc.21.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.100.2.cabea.cc.21.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.100.2.cabea.cc.21.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.ga.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.ga.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.ga.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.ga.33.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.ga.33.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.ga.33.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.nsga2.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.nsga2.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.nsga2.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.me.2.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.me.2.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.me.2.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.cabea.e.11.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.cabea.e.11.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.cabea.e.11.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.cabea.cc.11.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.cabea.cc.11.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.cabea.cc.11.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.cabea.e.21.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.cabea.e.21.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.cabea.e.21.firsts.each.fitness.hypervolume.max	_.mt2mo.mmIOneMax.250.2.cabea.cc.21.firsts.each.fitness.hypervolume	_.mt2mo.mmIOneMax.250.2.cabea.cc.21.firsts.each.fitness.hypervolume.min	_.mt2mo.mmIOneMax.250.2.cabea.cc.21.firsts.each.fitness.hypervolume.max
1.350e+04	2.816e-01	2.616e-01	3.016e-01	2.808e-01	2.616e-01	3.008e-01	4.496e-01	4.320e-01	4.744e-01	2.384e-01	2.168e-01	2.560e-01	3.296e-01	3.176e-01	3.520e-01	3.448e-01	3.248e-01	3.464e-01	nan	nan	nan	2.416e-01	2.344e-01	2.584e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.300e-01	3.250e-01	3.400e-01	1.664e-01	1.540e-01	1.715e-01	1.836e-01	1.761e-01	1.963e-01	2.203e-01	2.121e-01	2.268e-01	nan	nan	nan	1.134e-01	1.041e-01	1.208e-01	2.468e-01	2.427e-01	2.519e-01	2.154e-01	2.118e-01	2.233e-01	2.648e-01	2.613e-01	2.714e-01	1.360e-01	1.256e-01	1.424e-01	1.296e-01	1.258e-01	1.332e-01	1.532e-01	1.475e-01	1.576e-01	nan	nan	nan	8.439e-02	7.794e-02	8.822e-02
1.375e+04	2.816e-01	2.616e-01	2.832e-01	2.808e-01	2.616e-01	3.008e-01	4.496e-01	4.320e-01	4.744e-01	2.400e-01	2.144e-01	2.664e-01	3.328e-01	3.216e-01	3.552e-01	3.448e-01	3.248e-01	3.464e-01	2.208e-01	2.040e-01	2.432e-01	2.464e-01	2.360e-01	2.600e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.300e-01	3.250e-01	3.400e-01	1.657e-01	1.540e-01	1.750e-01	1.846e-01	1.802e-01	2.009e-01	2.229e-01	2.169e-01	2.290e-01	1.043e-01	9.210e-02	1.149e-01	1.147e-01	1.041e-01	1.231e-01	2.478e-01	2.429e-01	2.528e-01	2.174e-01	2.142e-01	2.234e-01	2.654e-01	2.623e-01	2.740e-01	1.388e-01	1.273e-01	1.440e-01	1.301e-01	1.262e-01	1.326e-01	1.539e-01	1.502e-01	1.607e-01	7.629e-02	6.899e-02	7.917e-02	8.496e-02	7.794e-02	8.901e-02
1.400e+04	2.816e-01	2.616e-01	2.832e-01	2.808e-01	2.616e-01	2.928e-01	4.496e-01	4.320e-01	4.744e-01	2.400e-01	2.128e-01	2.664e-01	3.376e-01	3.224e-01	3.576e-01	3.448e-01	3.248e-01	3.472e-01	2.224e-01	2.016e-01	2.344e-01	nan	nan	nan	2.550e-01	2.450e-01	2.600e-01	2.600e-01	2.450e-01	2.650e-01	3.300e-01	3.250e-01	3.400e-01	1.657e-01	1.536e-01	1.735e-01	1.913e-01	1.810e-01	2.033e-01	2.265e-01	2.183e-01	2.312e-01	1.062e-01	9.720e-02	1.122e-01	nan	nan	nan	2.488e-01	2.448e-01	2.537e-01	2.199e-01	2.144e-01	2.250e-01	2.662e-01	2.615e-01	2.740e-01	1.387e-01	1.273e-01	1.440e-01	1.311e-01	1.273e-01	1.331e-01	1.558e-01	1.518e-01	1.615e-01	7.799e-02	7.110e-02	8.070e-02	nan	nan	nan
1.425e+04	2.816e-01	2.616e-01	3.016e-01	2.816e-01	2.616e-01	3.008e-01	4.496e-01	4.320e-01	4.744e-01	2.464e-01	2.208e-01	2.640e-01	3.408e-01	3.240e-01	3.584e-01	3.456e-01	3.248e-01	3.472e-01	nan	nan	nan	2.472e-01	2.360e-01	2.664e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.600e-01	3.300e-01	3.250e-01	3.400e-01	1.654e-01	1.535e-01	1.741e-01	1.932e-01	1.833e-01	2.043e-01	2.251e-01	2.185e-01	2.326e-01	nan	nan	nan	1.204e-01	1.040e-01	1.244e-01	2.499e-01	2.439e-01	2.538e-01	2.220e-01	2.162e-01	2.263e-01	2.665e-01	2.633e-01	2.747e-01	1.394e-01	1.287e-01	1.460e-01	1.309e-01	1.274e-01	1.362e-01	1.562e-01	1.531e-01	1.633e-01	nan	nan	nan	8.404e-02	7.834e-02	9.028e-02
1.450e+04	2.816e-01	2.616e-01	3.008e-01	2.808e-01	2.616e-01	3.008e-01	4.496e-01	4.320e-01	4.744e-01	2.464e-01	2.312e-01	2.592e-01	3.432e-01	3.344e-01	3.592e-01	3.456e-01	3.248e-01	3.472e-01	2.256e-01	2.056e-01	2.352e-01	2.504e-01	2.360e-01	2.680e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.300e-01	3.250e-01	3.400e-01	1.648e-01	1.544e-01	1.756e-01	1.926e-01	1.882e-01	2.049e-01	2.271e-01	2.191e-01	2.345e-01	1.073e-01	9.720e-02	1.118e-01	1.207e-01	1.028e-01	1.252e-01	2.499e-01	2.439e-01	2.530e-01	2.227e-01	2.181e-01	2.274e-01	2.674e-01	2.637e-01	2.770e-01	1.394e-01	1.291e-01	1.476e-01	1.331e-01	1.267e-01	1.385e-01	1.581e-01	1.531e-01	1.638e-01	7.967e-02	7.436e-02	8.246e-02	8.415e-02	7.921e-02	9.081e-02
1.475e+04	2.816e-01	2.616e-01	3.016e-01	2.808e-01	2.616e-01	2.824e-01	4.496e-01	4.328e-01	4.744e-01	2.480e-01	2.312e-01	2.608e-01	3.456e-01	3.336e-01	3.584e-01	3.456e-01	3.256e-01	3.472e-01	nan	nan	nan	2.504e-01	2.360e-01	2.728e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.300e-01	3.250e-01	3.400e-01	1.700e-01	1.584e-01	1.786e-01	1.964e-01	1.876e-01	2.044e-01	2.287e-01	2.230e-01	2.345e-01	nan	nan	nan	1.141e-01	1.041e-01	1.246e-01	2.499e-01	2.440e-01	2.549e-01	2.242e-01	2.201e-01	2.285e-01	2.685e-01	2.628e-01	2.788e-01	1.409e-01	1.305e-01	1.486e-01	1.346e-01	1.267e-01	1.410e-01	1.597e-01	1.533e-01	1.639e-01	nan	nan	nan	8.416e-02	7.869e-02	9.050e-02
1.500e+04	2.816e-01	2.616e-01	3.016e-01	2.816e-01	2.616e-01	3.016e-01	4.496e-01	4.328e-01	4.744e-01	2.480e-01	2.312e-01	2.664e-01	3.456e-01	3.336e-01	3.584e-01	3.456e-01	3.256e-01	3.472e-01	2.272e-01	2.112e-01	2.376e-01	nan	nan	nan	2.550e-01	2.450e-01	2.600e-01	2.600e-01	2.450e-01	2.650e-01	3.300e-01	3.250e-01	3.400e-01	1.682e-01	1.586e-01	1.754e-01	2.005e-01	1.893e-01	2.057e-01	2.292e-01	2.252e-01	2.377e-01	1.072e-01	9.735e-02	1.121e-01	nan	nan	nan	2.500e-01	2.468e-01	2.549e-01	2.265e-01	2.202e-01	2.305e-01	2.687e-01	2.642e-01	2.802e-01	1.425e-01	1.322e-01	1.488e-01	1.359e-01	1.299e-01	1.413e-01	1.638e-01	1.587e-01	1.693e-01	7.970e-02	7.345e-02	8.338e-02	nan	nan	nan
1.525e+04	2.816e-01	2.616e-01	3.008e-01	2.816e-01	2.616e-01	3.008e-01	4.496e-01	4.328e-01	4.744e-01	2.416e-01	2.328e-01	2.664e-01	3.456e-01	3.336e-01	3.584e-01	3.456e-01	3.256e-01	3.472e-01	nan	nan	nan	2.496e-01	2.336e-01	2.728e-01	2.550e-01	2.450e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.330e-01	3.250e-01	3.400e-01	1.714e-01	1.633e-01	1.769e-01	1.973e-01	1.901e-01	2.081e-01	2.324e-01	2.252e-01	2.396e-01	nan	nan	nan	1.207e-01	1.085e-01	1.258e-01	2.510e-01	2.460e-01	2.559e-01	2.276e-01	2.215e-01	2.322e-01	2.684e-01	2.649e-01	2.812e-01	1.437e-01	1.322e-01	1.506e-01	1.370e-01	1.311e-01	1.423e-01	1.644e-01	1.604e-01	1.690e-01	nan	nan	nan	8.412e-02	7.872e-02	9.190e-02
1.550e+04	2.816e-01	2.616e-01	3.008e-01	2.808e-01	2.616e-01	3.008e-01	4.496e-01	4.328e-01	4.744e-01	2.464e-01	2.360e-01	2.664e-01	3.456e-01	3.288e-01	3.584e-01	3.456e-01	3.256e-01	3.472e-01	2.368e-01	2.128e-01	2.600e-01	2.488e-01	2.400e-01	2.720e-01	2.550e-01	2.450e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.300e-01	3.250e-01	3.400e-01	1.715e-01	1.643e-01	1.802e-01	2.012e-01	1.921e-01	2.101e-01	2.326e-01	2.274e-01	2.378e-01	1.077e-01	1.013e-01	1.142e-01	1.205e-01	1.070e-01	1.264e-01	2.518e-01	2.460e-01	2.559e-01	2.285e-01	2.220e-01	2.325e-01	2.696e-01	2.654e-01	2.813e-01	1.439e-01	1.343e-01	1.501e-01	1.388e-01	1.327e-01	1.452e-01	1.650e-01	1.619e-01	1.695e-01	7.998e-02	7.487e-02	8.576e-02	8.680e-02	8.168e-02	9.226e-02
1.575e+04	2.816e-01	2.616e-01	2.824e-01	2.816e-01	2.616e-01	3.016e-01	4.496e-01	4.328e-01	4.744e-01	2.464e-01	2.392e-01	2.608e-01	3.456e-01	3.304e-01	3.616e-01	3.456e-01	3.256e-01	3.472e-01	nan	nan	nan	2.536e-01	2.408e-01	2.776e-01	2.550e-01	2.500e-01	2.650e-01	2.550e-01	2.450e-01	2.650e-01	3.300e-01	3.250e-01	3.400e-01	1.725e-01	1.643e-01	1.836e-01	2.056e-01	1.950e-01	2.137e-01	2.339e-01	2.274e-01	2.392e-01	nan	nan	nan	1.225e-01	1.143e-01	1.276e-01	2.519e-01	2.460e-01	2.559e-01	2.296e-01	2.244e-01	2.337e-01	2.712e-01	2.682e-01	2.814e-01	1.454e-01	1.362e-01	1.520e-01	1.392e-01	1.337e-01	1.460e-01	1.664e-01	1.621e-01	1.734e-01	nan	nan	nan	8.709e-02	8.182e-02	9.290e-02
1.600e+04	2.816e-01	2.616e-01	3.016e-01	2.808e-01	2.616e-01	3.016e-01	4.536e-01	4.328e-01	4.744e-01	2.472e-01	2.392e-01	2.608e-01	3.440e-01	3.304e-01	3.616e-01	3.456e-01	3.256e-01	3.472e-01	2.408e-01	2.144e-01	2.584e-01	2.560e-01	2.408e-01	2.768e-01	2.550e-01	2.450e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.330e-01	3.250e-01	3.400e-01	1.739e-01	1.655e-01	1.836e-01	2.045e-01	1.946e-01	2.144e-01	2.333e-01	2.277e-01	2.397e-01	1.088e-01	9.990e-02	1.146e-01	1.254e-01	1.157e-01	1.322e-01	2.520e-01	2.460e-01	2.560e-01	2.306e-01	2.256e-01	2.347e-01	2.721e-01	2.689e-01	2.780e-01	1.461e-01	1.361e-01	1.517e-01	1.413e-01	1.371e-01	1.477e-01	1.707e-01	1.630e-01	1.754e-01	8.009e-02	7.487e-02	8.606e-02	8.714e-02	8.354e-02	9.450e-02
1.625e+04	2.816e-01	2.624e-01	3.016e-01	2.808e-01	2.616e-01	3.016e-01	4.536e-01	4.336e-01	4.744e-01	2.464e-01	2.336e-01	2.608e-01	3.440e-01	3.304e-01	3.664e-01	3.456e-01	3.256e-01	3.472e-01	2.352e-01	2.144e-01	2.576e-01	nan	nan	nan	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.331e-01	3.250e-01	3.450e-01	1.760e-01	1.666e-01	1.850e-01	2.068e-01	2.002e-01	2.143e-01	2.364e-01	2.291e-01	2.430e-01	1.110e-01	1.014e-01	1.183e-01	nan	nan	nan	2.519e-01	2.460e-01	2.560e-01	2.316e-01	2.276e-01	2.373e-01	2.720e-01	2.690e-01	2.782e-01	1.493e-01	1.360e-01	1.534e-01	1.422e-01	1.385e-01	1.482e-01	1.707e-01	1.636e-01	1.764e-01	8.275e-02	7.547e-02	8.632e-02	nan	nan	nan
1.650e+04	2.816e-01	2.616e-01	2.824e-01	2.808e-01	2.616e-01	3.008e-01	4.536e-01	4.336e-01	4.744e-01	2.464e-01	2.336e-01	2.592e-01	3.456e-01	3.304e-01	3.616e-01	3.456e-01	3.256e-01	3.472e-01	nan	nan	nan	2.592e-01	2.480e-01	2.768e-01	2.550e-01	2.450e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.331e-01	3.250e-01	3.450e-01	1.762e-01	1.672e-01	1.842e-01	2.099e-01	2.032e-01	2.182e-01	2.394e-01	2.310e-01	2.473e-01	nan	nan	nan	1.261e-01	1.099e-01	1.346e-01	2.510e-01	2.460e-01	2.560e-01	2.328e-01	2.277e-01	2.388e-01	2.744e-01	2.689e-01	2.803e-01	1.500e-01	1.327e-01	1.542e-01	1.446e-01	1.393e-01	1.488e-01	1.694e-01	1.640e-01	1.766e-01	nan	nan	nan	8.886e-02	8.415e-02	9.246e-02
1.675e+04	2.816e-01	2.616e-01	3.016e-01	2.808e-01	2.616e-01	3.008e-01	4.536e-01	4.336e-01	4.744e-01	2.464e-01	2.336e-01	2.592e-01	3.456e-01	3.304e-01	3.616e-01	3.456e-01	3.256e-01	3.472e-01	2.472e-01	2.152e-01	2.600e-01	2.672e-01	2.488e-01	2.856e-01	2.550e-01	2.450e-01	2.650e-01	2.550e-01	2.450e-01	2.650e-01	3.331e-01	3.250e-01	3.450e-01	1.792e-01	1.673e-01	1.890e-01	2.100e-01	2.032e-01	2.198e-01	2.389e-01	2.323e-01	2.463e-01	1.099e-01	1.022e-01	1.159e-01	1.277e-01	1.131e-01	1.332e-01	2.520e-01	2.460e-01	2.560e-01	2.347e-01	2.285e-01	2.392e-01	2.773e-01	2.694e-01	2.804e-01	1.508e-01	1.426e-01	1.549e-01	1.456e-01	1.392e-01	1.503e-01	1.724e-01	1.669e-01	1.771e-01	8.537e-02	7.609e-02	8.793e-02	8.894e-02	8.415e-02	9.327e-02
1.700e+04	2.816e-01	2.616e-01	3.008e-01	2.808e-01	2.608e-01	3.016e-01	4.536e-01	4.336e-01	4.744e-01	2.464e-01	2.360e-01	2.664e-01	3.456e-01	3.376e-01	3.664e-01	3.456e-01	3.256e-01	3.472e-01	nan	nan	nan	2.680e-01	2.496e-01	2.824e-01	2.550e-01	2.450e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.350e-01	3.300e-01	3.450e-01	1.808e-01	1.677e-01	1.908e-01	2.111e-01	2.052e-01	2.215e-01	2.399e-01	2.330e-01	2.505e-01	nan	nan	nan	1.281e-01	1.176e-01	1.355e-01	2.520e-01	2.460e-01	2.560e-01	2.338e-01	2.297e-01	2.398e-01	2.774e-01	2.694e-01	2.812e-01	1.507e-01	1.399e-01	1.568e-01	1.468e-01	1.414e-01	1.523e-01	1.743e-01	1.672e-01	1.818e-01	nan	nan	nan	8.922e-02	8.437e-02	9.449e-02
1.725e+04	2.816e-01	2.616e-01	2.832e-01	2.808e-01	2.616e-01	2.816e-01	4.536e-01	4.336e-01	4.744e-01	2.464e-01	2.360e-01	2.664e-01	3.464e-01	3.368e-01	3.664e-01	3.456e-01	3.256e-01	3.472e-01	2.480e-01	2.200e-01	2.600e-01	nan	nan	nan	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.350e-01	3.300e-01	3.450e-01	1.816e-01	1.699e-01	1.908e-01	2.138e-01	2.087e-01	2.220e-01	2.444e-01	2.332e-01	2.546e-01	1.116e-01	1.053e-01	1.170e-01	nan	nan	nan	2.520e-01	2.479e-01	2.560e-01	2.357e-01	2.307e-01	2.404e-01	2.778e-01	2.716e-01	2.855e-01	1.517e-01	1.393e-01	1.582e-01	1.481e-01	1.443e-01	1.531e-01	1.761e-01	1.704e-01	1.808e-01	8.509e-02	7.718e-02	8.786e-02	nan	nan	nan
1.750e+04	2.816e-01	2.616e-01	2.840e-01	2.808e-01	2.608e-01	3.016e-01	4.536e-01	4.336e-01	4.752e-01	2.528e-01	2.368e-01	2.736e-01	3.464e-01	3.368e-01	3.664e-01	3.456e-01	3.256e-01	3.472e-01	nan	nan	nan	2.688e-01	2.528e-01	2.856e-01	2.550e-01	2.450e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.350e-01	3.300e-01	3.450e-01	1.836e-01	1.729e-01	1.908e-01	2.108e-01	2.082e-01	2.215e-01	2.460e-01	2.378e-01	2.528e-01	nan	nan	nan	1.305e-01	1.190e-01	1.367e-01	2.520e-01	2.460e-01	2.560e-01	2.367e-01	2.308e-01	2.428e-01	2.772e-01	2.722e-01	2.856e-01	1.517e-01	1.420e-01	1.571e-01	1.480e-01	1.445e-01	1.534e-01	1.766e-01	1.736e-01	1.821e-01	nan	nan	nan	8.964e-02	8.569e-02	9.589e-02
1.775e+04	2.816e-01	2.616e-01	2.824e-01	2.808e-01	2.608e-01	3.016e-01	4.536e-01	4.336e-01	4.752e-01	2.496e-01	2.368e-01	2.768e-01	3.464e-01	3.368e-01	3.664e-01	3.456e-01	3.256e-01	3.472e-01	2.472e-01	2.216e-01	2.608e-01	2.688e-01	2.560e-01	2.840e-01	2.550e-01	2.450e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.350e-01	3.300e-01	3.450e-01	1.836e-01	1.729e-01	1.927e-01	2.135e-01	2.082e-01	2.215e-01	2.459e-01	2.334e-01	2.560e-01	1.121e-01	1.053e-01	1.196e-01	1.315e-01	1.234e-01	1.362e-01	2.520e-01	2.460e-01	2.580e-01	2.379e-01	2.338e-01	2.427e-01	2.790e-01	2.725e-01	2.858e-01	1.506e-01	1.454e-01	1.572e-01	1.481e-01	1.445e-01	1.534e-01	1.760e-01	1.723e-01	1.830e-01	8.202e-02	7.631e-02	8.871e-02	8.964e-02	8.638e-02	9.685e-02
1.800e+04	2.816e-01	2.616e-01	3.008e-01	2.808e-01	2.608e-01	3.016e-01	4.536e-01	4.336e-01	4.752e-01	2.480e-01	2.368e-01	2.728e-01	3.464e-01	3.368e-01	3.664e-01	3.456e-01	3.256e-01	3.472e-01	2.464e-01	2.224e-01	2.664e-01	2.776e-01	2.560e-01	2.840e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.350e-01	3.300e-01	3.450e-01	1.836e-01	1.734e-01	1.927e-01	2.169e-01	2.061e-01	2.246e-01	2.471e-01	2.338e-01	2.560e-01	1.117e-01	1.043e-01	1.216e-01	1.322e-01	1.235e-01	1.402e-01	2.520e-01	2.460e-01	2.580e-01	2.379e-01	2.338e-01	2.437e-01	2.799e-01	2.728e-01	2.831e-01	1.521e-01	1.460e-01	1.578e-01	1.480e-01	1.437e-01	1.514e-01	1.762e-01	1.715e-01	1.830e-01	8.390e-02	7.820e-02	8.875e-02	8.970e-02	8.681e-02	9.774e-02
1.825e+04	2.816e-01	2.616e-01	3.016e-01	2.808e-01	2.616e-01	3.016e-01	4.536e-01	4.336e-01	4.752e-01	2.520e-01	2.384e-01	2.768e-01	3.464e-01	3.368e-01	3.664e-01	3.464e-01	3.264e-01	3.472e-01	nan	nan	nan	nan	nan	nan	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.350e-01	3.300e-01	3.482e-01	1.835e-01	1.734e-01	1.901e-01	2.171e-01	2.096e-01	2.260e-01	2.477e-01	2.413e-01	2.578e-01	nan	nan	nan	nan	nan	nan	2.520e-01	2.460e-01	2.580e-01	2.387e-01	2.348e-01	2.457e-01	2.790e-01	2.738e-01	2.851e-01	1.528e-01	1.455e-01	1.580e-01	1.480e-01	1.434e-01	1.525e-01	1.755e-01	1.719e-01	1.837e-01	nan	nan	nan	nan	nan	nan
1.850e+04	2.816e-01	2.616e-01	3.008e-01	2.808e-01	2.616e-01	3.016e-01	4.536e-01	4.336e-01	4.752e-01	2.496e-01	2.384e-01	2.824e-01	3.464e-01	3.376e-01	3.664e-01	3.464e-01	3.264e-01	3.472e-01	2.464e-01	2.312e-01	2.664e-01	2.776e-01	2.560e-01	2.864e-01	2.550e-01	2.500e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.350e-01	3.300e-01	3.482e-01	1.833e-01	1.752e-01	1.917e-01	2.190e-01	2.096e-01	2.260e-01	2.480e-01	2.416e-01	2.540e-01	1.186e-01	1.073e-01	1.266e-01	1.337e-01	1.237e-01	1.398e-01	2.520e-01	2.460e-01	2.580e-01	2.388e-01	2.348e-01	2.447e-01	2.790e-01	2.746e-01	2.853e-01	1.554e-01	1.458e-01	1.580e-01	1.480e-01	1.442e-01	1.530e-01	1.804e-01	1.722e-01	1.839e-01	8.395e-02	7.898e-02	8.875e-02	9.495e-02	8.795e-02	9.778e-02
1.875e+04	2.816e-01	2.624e-01	3.016e-01	2.808e-01	2.616e-01	3.008e-01	4.536e-01	4.336e-01	4.752e-01	2.496e-01	2.368e-01	2.808e-01	3.464e-01	3.376e-01	3.664e-01	3.464e-01	3.264e-01	3.472e-01	nan	nan	nan	2.792e-01	2.608e-01	2.960e-01	2.550e-01	2.450e-01	2.600e-01	2.550e-01	2.450e-01	2.650e-01	3.350e-01	3.300e-01	3.482e-01	1.835e-01	1.734e-01	1.940e-01	2.190e-01	2.086e-01	2.261e-01	2.495e-01	2.418e-01	2.546e-01	nan	nan	nan	1.358e-01	1.195e-01	1.407e-01	2.520e-01	2.480e-01	2.580e-01	2.398e-01	2.357e-01	2.457e-01	2.801e-01	2.747e-01	2.856e-01	1.563e-01	1.452e-01	1.581e-01	1.484e-01	1.444e-01	1.564e-01	1.804e-01	1.740e-01	1.856e-01	nan	nan	nan	9.403e-02	8.834e-02	9.776e-02
